population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,34,2-4 years,494,Stroke,3,Rate,2023,11.588770030194109,14.571959319629112,8.624673799930894
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,34,2-4 years,494,Stroke,3,Rate,2023,10.486495800447996,13.000857492903668,8.071133318652914
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,235,95+ years,494,Stroke,3,Rate,2023,21263.218597485138,25243.455857992893,17404.2549172673
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,235,95+ years,494,Stroke,3,Rate,2023,29111.610953723306,33694.096091682746,23424.29934263806
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,235,95+ years,494,Stroke,3,Rate,2023,27036.732168256724,30721.082380225478,21924.647672593615
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,6,5-9 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,6,5-9 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,6,5-9 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,7,10-14 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,7,10-14 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,7,10-14 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,8,15-19 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,8,15-19 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,8,15-19 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,9,20-24 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,9,20-24 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,9,20-24 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,10,25-29 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,10,25-29 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,10,25-29 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,11,30-34 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,11,30-34 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,11,30-34 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,12,35-39 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,12,35-39 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,12,35-39 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,0.0,0.0,0.0
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,13,40-44 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,10.430604567306712,12.647975955033584,8.365237261608481
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,13,40-44 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,3.0415932947992776,3.7398763673839155,2.468320845898231
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,13,40-44 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,6.78077655753597,8.05477803483651,5.732780853314981
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,14,45-49 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,26.518990053606323,31.611416300620558,21.551919153552582
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,14,45-49 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,7.107532556504158,8.612092533514149,5.765542350848582
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,14,45-49 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,16.9147309722551,19.72930793550414,14.419297645413907
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,15,50-54 years,502,Lower extremity peripheral arterial disease,3,Rate,2023,69.76074818690834,84.25818334117018,59.068262274793504
